trial,slot1,slot2,slot3,jackpot
837,⭐,🍒,🍒,False
838,⭐,🍒,🍒,False
839,⭐,7️⃣,7️⃣,False
840,💎,7️⃣,🍋,False
841,🍒,7️⃣,⭐,False
842,⭐,🍋,🍒,False
843,🍒,🍒,⭐,False
844,🍋,⭐,💎,False
845,🍒,🍋,7️⃣,False
846,🍋,🍋,⭐,False
847,7️⃣,⭐,⭐,False
848,🍒,🍒,🍋,False
849,🍒,💎,🍒,False
850,🍒,💎,💎,False
851,💎,🍒,🍋,False
852,🍒,🍋,⭐,False
853,7️⃣,⭐,7️⃣,False
854,🍋,💎,⭐,False
855,🍋,7️⃣,💎,False
856,🍒,⭐,🍋,False
857,7️⃣,🍒,🍒,False
858,7️⃣,🍋,💎,False
859,🍋,💎,🍋,False
860,🍒,🍋,🍋,False
861,🍋,🍋,7️⃣,False
862,⭐,🍋,⭐,False
863,⭐,⭐,💎,False
864,7️⃣,🍒,7️⃣,False
865,⭐,7️⃣,🍒,False
866,💎,🍒,⭐,False
867,🍒,💎,7️⃣,False
868,💎,🍋,⭐,False
869,⭐,💎,7️⃣,False
870,🍋,7️⃣,💎,False
871,7️⃣,🍒,💎,False
872,💎,7️⃣,⭐,False
873,⭐,🍋,🍒,False
874,💎,💎,🍒,False
875,⭐,💎,⭐,False
876,⭐,🍒,🍒,False
877,🍒,🍒,7️⃣,False
878,🍋,🍋,🍒,False
879,7️⃣,🍒,🍒,False
880,💎,🍒,🍋,False
881,🍒,🍒,💎,False
882,🍒,💎,7️⃣,False
883,💎,🍋,⭐,False
884,💎,🍒,7️⃣,False
885,🍋,💎,💎,False
886,🍋,⭐,🍋,False
887,⭐,🍋,🍒,False
888,🍒,🍋,⭐,False
889,💎,7️⃣,💎,False
890,⭐,7️⃣,🍋,False
891,🍋,🍋,🍒,False
892,💎,🍒,🍋,False
893,7️⃣,🍒,⭐,False
894,⭐,7️⃣,7️⃣,False
895,⭐,🍒,🍋,False
896,💎,🍋,💎,False
897,💎,🍒,🍋,False
898,🍒,🍋,⭐,False
899,💎,🍒,7️⃣,False
900,7️⃣,🍒,⭐,False
901,7️⃣,7️⃣,⭐,False
902,💎,⭐,🍒,False
903,🍋,⭐,🍋,False
904,🍒,⭐,7️⃣,False
905,🍒,⭐,💎,False
906,7️⃣,💎,⭐,False
907,🍋,🍒,7️⃣,False
908,7️⃣,💎,🍋,False
909,🍋,⭐,🍒,False
910,🍒,💎,🍒,False
911,🍋,💎,🍋,False
912,💎,⭐,🍒,False
913,7️⃣,7️⃣,🍋,False
914,🍒,💎,⭐,False
915,⭐,⭐,🍋,False
916,⭐,7️⃣,⭐,False
917,⭐,7️⃣,⭐,False
918,7️⃣,🍋,🍒,False
919,🍋,⭐,🍒,False
920,7️⃣,🍋,💎,False
921,🍒,💎,⭐,False
922,🍒,💎,🍒,False
923,⭐,🍒,7️⃣,False
924,💎,🍋,7️⃣,False
925,💎,⭐,7️⃣,False
926,💎,🍒,💎,False
927,🍒,🍋,🍋,False
928,🍒,🍒,🍋,False
929,🍋,7️⃣,⭐,False
930,💎,⭐,⭐,False
931,7️⃣,🍋,🍋,False
932,⭐,7️⃣,💎,False
933,⭐,🍋,⭐,False
934,7️⃣,🍋,🍒,False
935,💎,🍒,🍒,False
936,🍒,💎,🍋,False
937,🍋,⭐,7️⃣,False
938,⭐,🍋,⭐,False
939,⭐,💎,⭐,False
940,7️⃣,💎,⭐,False
941,🍋,⭐,🍒,False
942,💎,7️⃣,💎,False
943,7️⃣,7️⃣,💎,False
944,💎,7️⃣,7️⃣,False
945,⭐,💎,🍒,False
946,💎,💎,💎,True
947,💎,🍋,💎,False
948,7️⃣,7️⃣,⭐,False
949,7️⃣,🍋,🍒,False
950,7️⃣,7️⃣,7️⃣,True
951,⭐,🍒,🍒,False
952,7️⃣,🍒,🍋,False
953,⭐,🍒,🍋,False
954,7️⃣,🍒,⭐,False
955,7️⃣,🍒,💎,False
956,🍒,⭐,💎,False
957,7️⃣,🍋,7️⃣,False
958,7️⃣,⭐,🍒,False
959,⭐,7️⃣,7️⃣,False
960,7️⃣,⭐,⭐,False
961,⭐,7️⃣,7️⃣,False
962,🍋,💎,7️⃣,False
963,⭐,💎,⭐,False
964,🍒,⭐,⭐,False
965,🍒,⭐,💎,False
966,7️⃣,🍒,🍋,False
967,⭐,🍋,🍒,False
968,7️⃣,7️⃣,7️⃣,True
969,🍋,⭐,🍒,False
970,🍋,🍋,🍒,False
971,💎,⭐,🍒,False
972,💎,🍒,⭐,False
973,⭐,7️⃣,7️⃣,False
974,💎,7️⃣,7️⃣,False
975,💎,⭐,💎,False
976,💎,🍋,⭐,False
977,💎,🍋,🍋,False
978,⭐,⭐,💎,False
979,🍒,🍒,7️⃣,False
980,🍒,💎,💎,False
981,7️⃣,💎,🍋,False
982,🍒,⭐,🍒,False
983,💎,🍋,7️⃣,False
984,🍒,⭐,🍋,False
985,💎,7️⃣,🍒,False
986,🍋,💎,🍋,False
987,🍋,7️⃣,7️⃣,False
988,🍋,🍒,7️⃣,False
989,⭐,7️⃣,⭐,False
990,🍋,💎,🍋,False
991,⭐,💎,💎,False
992,⭐,🍋,💎,False
993,🍋,🍒,🍋,False
994,7️⃣,🍋,💎,False
995,🍒,🍋,🍒,False
996,🍋,🍒,7️⃣,False
997,💎,🍋,🍒,False
998,💎,🍋,⭐,False
999,⭐,🍋,💎,False
1000,💎,🍒,7️⃣,False
