trial,slot1,slot2,slot3,jackpot
842,7️⃣,🍒,⭐,False
843,💎,💎,⭐,False
844,🍋,💎,7️⃣,False
845,🍋,🍋,🍒,False
846,🍒,💎,7️⃣,False
847,💎,💎,🍒,False
848,🍒,🍒,7️⃣,False
849,🍋,🍒,⭐,False
850,7️⃣,🍋,🍒,False
851,⭐,🍒,💎,False
852,💎,⭐,🍒,False
853,🍋,🍒,7️⃣,False
854,7️⃣,🍒,7️⃣,False
855,⭐,🍒,⭐,False
856,💎,🍒,🍒,False
857,💎,⭐,🍒,False
858,🍋,🍋,7️⃣,False
859,💎,💎,⭐,False
860,🍋,💎,⭐,False
861,🍋,🍒,⭐,False
862,⭐,🍒,💎,False
863,🍒,💎,💎,False
864,🍋,🍋,7️⃣,False
865,7️⃣,🍒,💎,False
866,⭐,🍋,🍋,False
867,🍋,💎,🍒,False
868,7️⃣,🍋,🍋,False
869,7️⃣,💎,💎,False
870,🍒,🍋,🍒,False
871,7️⃣,7️⃣,🍋,False
872,7️⃣,🍋,7️⃣,False
873,⭐,⭐,⭐,True
874,🍒,⭐,⭐,False
875,⭐,⭐,7️⃣,False
876,🍋,💎,7️⃣,False
877,🍒,🍋,🍒,False
878,⭐,🍒,🍒,False
879,🍋,🍒,⭐,False
880,🍋,⭐,7️⃣,False
881,⭐,⭐,🍋,False
882,⭐,7️⃣,7️⃣,False
883,7️⃣,💎,7️⃣,False
884,7️⃣,🍋,⭐,False
885,⭐,🍋,7️⃣,False
886,🍋,💎,🍋,False
887,🍋,🍒,⭐,False
888,🍋,🍒,🍋,False
889,🍒,🍒,💎,False
890,🍋,⭐,7️⃣,False
891,7️⃣,7️⃣,🍒,False
892,🍒,7️⃣,💎,False
893,🍒,⭐,💎,False
894,🍋,7️⃣,💎,False
895,🍒,💎,🍒,False
896,7️⃣,7️⃣,7️⃣,True
897,🍋,🍋,🍒,False
898,⭐,🍒,🍒,False
899,🍒,💎,⭐,False
900,🍋,7️⃣,💎,False
901,💎,🍋,🍋,False
902,🍋,🍒,🍒,False
903,⭐,💎,🍒,False
904,7️⃣,💎,💎,False
905,💎,🍒,⭐,False
906,⭐,⭐,⭐,True
907,⭐,🍒,⭐,False
908,💎,🍋,7️⃣,False
909,7️⃣,🍋,🍋,False
910,⭐,🍒,💎,False
911,💎,💎,⭐,False
912,💎,💎,💎,True
913,🍒,7️⃣,🍋,False
914,🍋,7️⃣,⭐,False
915,💎,7️⃣,🍒,False
916,⭐,7️⃣,7️⃣,False
917,💎,🍒,🍋,False
918,💎,🍋,🍒,False
919,⭐,7️⃣,🍒,False
920,💎,⭐,💎,False
921,🍋,🍒,🍒,False
922,💎,🍋,7️⃣,False
923,🍋,🍋,💎,False
924,7️⃣,7️⃣,🍋,False
925,🍋,7️⃣,7️⃣,False
926,⭐,7️⃣,🍋,False
927,🍒,7️⃣,💎,False
928,⭐,7️⃣,⭐,False
929,🍒,⭐,🍋,False
930,🍒,🍋,💎,False
931,🍋,🍋,🍋,True
932,7️⃣,🍒,💎,False
933,🍒,⭐,7️⃣,False
934,7️⃣,7️⃣,🍋,False
935,7️⃣,7️⃣,💎,False
936,7️⃣,💎,⭐,False
937,🍒,7️⃣,💎,False
938,🍋,💎,💎,False
939,⭐,💎,🍋,False
940,💎,⭐,💎,False
941,7️⃣,7️⃣,💎,False
942,💎,⭐,💎,False
943,🍒,🍋,⭐,False
944,💎,💎,🍋,False
945,💎,7️⃣,⭐,False
946,7️⃣,7️⃣,7️⃣,True
947,7️⃣,7️⃣,🍒,False
948,💎,7️⃣,🍒,False
949,🍋,7️⃣,7️⃣,False
950,7️⃣,💎,🍋,False
951,7️⃣,⭐,⭐,False
952,7️⃣,7️⃣,7️⃣,True
953,⭐,🍋,⭐,False
954,7️⃣,⭐,🍒,False
955,🍒,🍒,🍒,True
956,🍒,⭐,💎,False
957,💎,7️⃣,💎,False
958,💎,💎,💎,True
959,🍒,7️⃣,7️⃣,False
960,🍒,🍒,⭐,False
961,💎,🍒,⭐,False
962,💎,🍒,7️⃣,False
963,⭐,🍒,⭐,False
964,💎,⭐,7️⃣,False
965,🍒,⭐,💎,False
966,💎,🍒,7️⃣,False
967,⭐,7️⃣,🍒,False
968,💎,🍒,🍋,False
969,💎,🍋,🍋,False
970,💎,⭐,7️⃣,False
971,🍋,7️⃣,🍒,False
972,🍒,🍋,7️⃣,False
973,7️⃣,💎,🍋,False
974,⭐,💎,⭐,False
975,7️⃣,🍋,7️⃣,False
976,7️⃣,🍒,🍋,False
977,💎,💎,🍋,False
978,💎,🍋,🍋,False
979,7️⃣,🍋,💎,False
980,7️⃣,7️⃣,🍋,False
981,💎,🍒,🍋,False
982,⭐,💎,🍒,False
983,7️⃣,⭐,⭐,False
984,7️⃣,💎,💎,False
985,🍒,🍒,💎,False
986,💎,🍒,7️⃣,False
987,💎,⭐,💎,False
988,💎,🍋,🍋,False
989,7️⃣,💎,7️⃣,False
990,7️⃣,7️⃣,🍋,False
991,⭐,7️⃣,7️⃣,False
992,⭐,🍒,🍒,False
993,💎,🍋,⭐,False
994,🍋,⭐,🍋,False
995,7️⃣,💎,🍒,False
996,⭐,7️⃣,🍋,False
997,⭐,🍒,⭐,False
998,🍒,💎,💎,False
999,💎,🍒,💎,False
1000,💎,💎,7️⃣,False
